2025 Federal Election House of Representatives Two Party Preferred By Polling Place [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:00 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Australian Labor Party Votes,Australian Labor Party Percentage,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,TotalVotes,Swing
NSW,109,Calare,123989,Other Mobile Team 2,24,47.06,27,52.94,51,-7.39
NSW,109,Calare,123990,Other Mobile Team 3,12,60,8,40,20,4.44
NSW,109,Calare,123991,Other Mobile Team 4,13,100,0,0,13,45.33
NSW,109,Calare,123992,Other Mobile Team 5,10,40,15,60,25,-13.66
NSW,109,Calare,289,Peel,64,38.79,101,61.21,165,7.73
NSW,109,Calare,290,Perthville,166,33.2,334,66.8,500,5.7
NSW,109,Calare,291,Portland,252,34.9,470,65.1,722,-2.19
NSW,109,Calare,294,Raglan,238,36.5,414,63.5,652,1.65
NSW,109,Calare,1803,Rockley,40,34.48,76,65.52,116,3.45
NSW,109,Calare,297,Rylstone,246,39.11,383,60.89,629,12.89
NSW,109,Calare,108863,Special Hospital Team 1,101,39,158,61,259,4.31
NSW,109,Calare,108874,Special Hospital Team 2,60,50,60,50,120,15.61
NSW,109,Calare,109152,Special Hospital Team 3,36,50.7,35,49.3,71,16.13
NSW,109,Calare,109153,Special Hospital Team 4,81,49.09,84,50.91,165,14.47
NSW,109,Calare,109154,Special Hospital Team 5,32,48.48,34,51.52,66,13.88
NSW,109,Calare,299,Spring Hill,93,34.7,175,65.3,268,2.79
NSW,109,Calare,300,Spring Terrace,78,35.94,139,64.06,217,11.06
NSW,109,Calare,2223,Stuart Town,64,38.32,103,61.68,167,11.63
NSW,109,Calare,1808,Trunkey,19,20.65,73,79.35,92,0.65
NSW,109,Calare,309,Wallerawang,255,36.74,439,63.26,694,4.89
NSW,109,Calare,310,Wattle Flat,86,40.38,127,59.62,213,9.61
NSW,109,Calare,2235,Wellington,554,40.83,803,59.17,1357,7.95
NSW,109,Calare,2236,Wellington East,264,33.63,521,66.37,785,0.34
NSW,109,Calare,2240,Yeoval,69,23.79,221,76.21,290,4.59
NSW,109,Calare,261,Yetholme,47,27.65,123,72.35,170,-10.86
NSW,111,Chifley,385,Bidwill,717,76.11,225,23.89,942,3.4
NSW,111,Chifley,386,Blackett,708,75.48,230,24.52,938,5.9
NSW,111,Chifley,58585,Blacktown CHIFLEY PPVC,2304,69.11,1030,30.89,3334,69.11
NSW,111,Chifley,1027,Dean Park,1350,68.08,633,31.92,1983,9.61
NSW,111,Chifley,392,Dharruk,674,73.5,243,26.5,917,-1.31
NSW,111,Chifley,83628,Doonside Central,533,73.62,191,26.38,724,7.28
NSW,111,Chifley,1028,Doonside North,1305,73.36,474,26.64,1779,8.09
NSW,111,Chifley,65405,EAV Chifley PPVC,16,88.89,2,11.11,18,16.16
NSW,111,Chifley,31463,Glendenning,1264,71.13,513,28.87,1777,5.09
NSW,111,Chifley,31030,Hassall Grove,1456,75.21,480,24.79,1936,9.79
NSW,111,Chifley,397,Hebersham,1040,77.27,306,22.73,1346,6.71
NSW,111,Chifley,399,Lethbridge Park,828,70.71,343,29.29,1171,3.08
NSW,111,Chifley,1036,Marayong,849,69.02,381,30.98,1230,7.82
NSW,111,Chifley,1037,Marayong Heights,451,66.23,230,33.77,681,5.78
NSW,111,Chifley,1038,Marayong South,547,70.76,226,29.24,773,10.49
NSW,111,Chifley,1030,Marayong West,872,66.82,433,33.18,1305,6.04
NSW,111,Chifley,109773,Marsden Park,1674,71.51,667,28.49,2341,19.63
NSW,111,Chifley,97941,Marsden Park Central,1474,72.01,573,27.99,2047,18.27
NSW,111,Chifley,1039,Marsden Park East,1037,64.29,576,35.71,1613,16.56
NSW,111,Chifley,83687,Minchinbury (Chifley),166,65.61,87,34.39,253,11.13
NSW,111,Chifley,402,Mount Druitt,925,75.94,293,24.06,1218,-0.42
NSW,111,Chifley,33976,Mount Druitt CHIFLEY PPVC,10087,73.42,3652,26.58,13739,8.35
NSW,111,Chifley,403,Mount Druitt North,899,79,239,21,1138,4.57
NSW,111,Chifley,404,Mount Druitt South,607,68.05,285,31.95,892,4.89
NSW,111,Chifley,97916,Oakhurst,218,72.19,84,27.81,302,-0.26
NSW,111,Chifley,97912,Penrith CHIFLEY PPVC,245,63.31,142,36.69,387,63.31
NSW,111,Chifley,406,Plumpton,1062,76.07,334,23.93,1396,7.52
NSW,111,Chifley,83588,Plumpton Central,644,77.87,183,22.13,827,6.92
NSW,111,Chifley,109602,Plumpton PPVC,5106,69.28,2264,30.72,7370,4.2
NSW,111,Chifley,1046,Quakers Hill,881,69.64,384,30.36,1265,10.48
NSW,111,Chifley,108939,Quakers Hill CHIFLEY PPVC,2557,63.34,1480,36.66,4037,8.92
NSW,111,Chifley,56862,Quakers Hill East (Chifley),229,68.98,103,31.02,332,6.86
NSW,111,Chifley,407,Rooty Hill North,970,75.02,323,24.98,1293,7.7
NSW,111,Chifley,408,Rooty Hill South,1171,68.8,531,31.2,1702,3.3
NSW,111,Chifley,83589,Rooty Hill West,360,77.75,103,22.25,463,14.03
NSW,111,Chifley,82531,Ropes Crossing,1381,66.46,697,33.54,2078,9.07
NSW,111,Chifley,98132,Schofields (Chifley),504,61.61,314,38.39,818,14.64
NSW,111,Chifley,411,Shalvey,646,74.68,219,25.32,865,3.06
NSW,111,Chifley,108938,Special Hospital Team 1,45,75,15,25,60,12.21
NSW,111,Chifley,98064,St Marys CHIFLEY PPVC,485,64.49,267,35.51,752,64.49
NSW,111,Chifley,98065,The Ponds CHIFLEY PPVC,1827,60.98,1169,39.02,2996,60.98
NSW,111,Chifley,412,Tregear,761,71.32,306,28.68,1067,5.33
NSW,111,Chifley,414,Whalan,404,74.54,138,25.46,542,7.02
NSW,111,Chifley,415,Willmot,521,75.51,169,24.49,690,8.8
NSW,111,Chifley,32335,Woodcroft,806,72.42,307,27.58,1113,7.17
NSW,112,Cook,83518,Burraneer,153,33.92,298,66.08,451,4.68
NSW,112,Cook,417,Burraneer Bay,716,36.62,1239,63.38,1955,4.83
NSW,112,Cook,419,Caringbah Central,554,41.34,786,58.66,1340,3.05
NSW,112,Cook,97903,Caringbah COOK PPVC,4216,37.02,7173,62.98,11389,3.43
NSW,112,Cook,420,Caringbah North,823,46.6,943,53.4,1766,6.56
NSW,112,Cook,418,Caringbah South,586,37.28,986,62.72,1572,1.95
NSW,112,Cook,421,Caringbah West,448,40,672,60,1120,2.48
NSW,112,Cook,422,Cronulla,513,40.75,746,59.25,1259,0.65
NSW,112,Cook,423,Cronulla Central,658,46.6,754,53.4,1412,5.09
NSW,112,Cook,109350,Cronulla COOK PPVC,2567,39.74,3892,60.26,6459,3.91
NSW,112,Cook,425,Cronulla South,673,42.04,928,57.96,1601,1.95
NSW,112,Cook,65420,EAV Cook PPVC,7,58.33,5,41.67,12,22.62
NSW,112,Cook,33875,Engadine COOK PPVC,209,50.73,203,49.27,412,9.26
NSW,112,Cook,427,Grays Point,716,53.23,629,46.77,1345,6.12
NSW,112,Cook,445,Greenhills Beach,489,40.78,710,59.22,1199,5.15
